Numeros generados 	 Limite Rango 	 Numero generado
1				208				147
2				207				192
3				206				51
4				205				52
5				204				51
6				203				155
7				202				186
8				201				18
9				200				174
10				199				16
11				198				6
12				197				14
13				196				36
14				195				128
15				194				123
16				193				76
17				192				54
18				191				6
19				190				105
20				189				171
21				188				52
22				187				171
23				186				40
24				185				54
25				184				52
26				183				94
27				182				116
28				181				10
29				180				11
30				179				97
31				178				19
32				177				25
33				176				124
34				175				62
35				174				164
36				173				128
37				172				75
38				171				102
39				170				135
40				169				77
41				168				140
42				167				50
43				166				145
44				165				43
45				164				160
46				163				12
47				162				96
48				161				33
49				160				139
50				159				103
51				158				90
52				157				62
53				156				113
54				155				152
55				154				31
56				153				53
57				152				44
58				151				113
59				150				29
60				149				16
61				148				52
62				147				43
63				146				32
64				145				121
65				144				10
66				143				84
67				142				72
68				141				58
69				140				98
70				139				4
71				138				15
72				137				30
73				136				123
74				135				91
75				134				64
76				133				11
77				132				5
78				131				70
79				130				5
80				129				1
81				128				55
82				127				30
83				126				85
84				125				123
85				124				115
86				123				117
87				122				32
88				121				104
89				120				88
90				119				52
91				118				54
92				117				99
93				116				67
94				115				92
95				114				97
96				113				37
97				112				2
98				111				5
99				110				12
100				109				2
101				108				56
102				107				46
103				106				66
104				105				69
105				104				17
106				103				56
107				102				19
108				101				98
109				100				27
110				99				62
111				98				29
112				97				73
113				96				7
114				95				33
115				94				61
116				93				45
117				92				63
118				91				69
119				90				4
120				89				56
121				88				5
122				87				3
123				86				54
124				85				42
125				84				12
126				83				21
127				82				50
128				81				34
129				80				54
130				79				7
131				78				69
132				77				68
133				76				43
134				75				67
135				74				56
136				73				8
137				72				49
138				71				34
139				70				21
140				69				5
141				68				17
142				67				20
143				66				17
144				65				50
145				64				48
146				63				43
147				62				46
148				61				26
149				60				13
150				59				50
151				58				16
152				57				52
153				56				5
154				55				1
155				54				1
156				53				38
157				52				29
158				51				42
159				50				25
160				49				41
161				48				12
162				47				16
163				46				36
164				45				1
165				44				9
166				43				1
167				42				22
168				41				6
169				40				39
170				39				19
171				38				1
172				37				18
173				36				20
174				35				12
175				34				14
176				33				7
177				32				13
178				31				15
179				30				9
180				29				24
181				28				24
182				27				19
183				26				22
184				25				22
185				24				22
186				23				0
187				22				6
188				21				6
189				20				12
190				19				15
191				18				8
192				17				0
193				16				0
194				15				7
195				14				0
196				13				4
197				12				11
198				11				5
199				10				0
200				9				5
201				8				2
202				7				4
203				6				3
204				5				4
205				4				0
206				3				0
207				2				0
208				1				0
